id,new_house_transaction_amount
2024 Oct_sector 25,29307.124917831738
2024 Oct_sector 26,0.0
2024 Oct_sector 27,4031.973683041385
2024 Oct_sector 28,34193.52508715273
2024 Oct_sector 29,25838.971560952104
2024 Oct_sector 30,34548.325681236565
2024 Oct_sector 31,10585.076501743128
2024 Oct_sector 32,77126.81819957441
2024 Oct_sector 33,0.0
2024 Oct_sector 34,74211.51738624378
2024 Oct_sector 35,12082.014004272629
2024 Oct_sector 36,128560.79361504779
2024 Oct_sector 37,3149.977562758795
2024 Oct_sector 38,64209.17198087075
2024 Oct_sector 39,0.0
2024 Oct_sector 40,8444.743726805167
2024 Oct_sector 41,0.0
2024 Oct_sector 42,3554.6894045630306
2024 Oct_sector 43,14857.12041988129
2024 Oct_sector 44,0.0
2024 Oct_sector 45,61813.63677784495
2024 Oct_sector 46,6678.695423657515
2024 Oct_sector 47,26146.342949139704
2024 Oct_sector 48,22722.006733176637
2024 Oct_sector 49,0.0
2024 Oct_sector 50,20071.183226683337
2024 Oct_sector 51,20530.220943855395
2024 Oct_sector 52,0.0
2024 Oct_sector 53,0.0
2024 Oct_sector 54,58433.6162717867
2024 Oct_sector 55,107081.8999603155
2024 Oct_sector 56,2403.7666047520624
2024 Oct_sector 57,27462.387613975105
2024 Oct_sector 58,0.0
2024 Oct_sector 59,26059.83239431755
2024 Oct_sector 60,12351.199856499974
2024 Oct_sector 61,101327.21628746833
2024 Oct_sector 62,12517.636276784297
2024 Oct_sector 63,8619.54090614957
2024 Oct_sector 64,14532.60928856338
2024 Oct_sector 65,14518.282864830373
2024 Oct_sector 66,55692.632256853925
2024 Oct_sector 67,3069.470912262025
2024 Oct_sector 68,18864.172544630143
2024 Oct_sector 69,2344.871999489492
2024 Oct_sector 70,1023.7622620052794
2024 Oct_sector 71,9928.5086709671
2024 Oct_sector 72,0.0
2024 Oct_sector 73,0.0
2024 Oct_sector 74,0.0
2024 Oct_sector 75,0.0
2024 Oct_sector 76,27188.552869285402
2024 Oct_sector 77,67968.53336817036
2024 Oct_sector 78,17880.844386077355
2024 Oct_sector 79,45112.0875954849
2024 Oct_sector 80,23685.31462350796
2024 Oct_sector 81,12733.96336062263
2024 Oct_sector 82,0.0
2024 Oct_sector 83,67901.81847534722
2024 Oct_sector 84,4800.514163809317
2024 Oct_sector 85,127515.14064404907
2024 Oct_sector 86,50680.59234781241
2024 Oct_sector 87,0.0
2024 Oct_sector 88,4521.523671118885
2024 Oct_sector 89,0.0
2024 Oct_sector 90,5557.433043419497
2024 Oct_sector 91,28895.560535400153
2024 Oct_sector 92,31425.067948629974
2024 Oct_sector 93,20182.720571218975
2024 Oct_sector 94,20485.262785746272
2024 Oct_sector 95,0.0
2024 Oct_sector 96,0.0
2024 Nov_sector 1,10207.413280506504
2024 Nov_sector 2,5190.761169279829
2024 Nov_sector 3,8885.911714156398
2024 Nov_sector 4,78020.12497661414
2024 Nov_sector 5,1922.9448362194098
2024 Nov_sector 6,16685.683634096138
2024 Nov_sector 7,8228.674787564789
2024 Nov_sector 8,4207.903341794037
2024 Nov_sector 9,11767.964480676459
2024 Nov_sector 10,43960.36085539701
2024 Nov_sector 11,3777.082704475646
2024 Nov_sector 12,0.0
2024 Nov_sector 13,4883.26160752595
2024 Nov_sector 14,13178.633544806957
2024 Nov_sector 15,93420.57302415096
2024 Nov_sector 16,74486.0928633901
2024 Nov_sector 17,1648.5528659399708
2024 Nov_sector 18,24543.08053558807
2024 Nov_sector 19,0.0
2024 Nov_sector 20,8761.015680529912
2024 Nov_sector 21,22875.62809705921
2024 Nov_sector 22,25037.44239847244
2024 Nov_sector 23,26610.165050639996
2024 Nov_sector 24,67243.04435666998
2024 Nov_sector 25,29200.617711734063
2024 Nov_sector 26,0.0
2024 Nov_sector 27,3779.748802267254
2024 Nov_sector 28,33147.98883562298
2024 Nov_sector 29,25388.65070591618
2024 Nov_sector 30,34429.58220214446
2024 Nov_sector 31,9186.453624502885
2024 Nov_sector 32,73229.3427148692
2024 Nov_sector 33,0.0
2024 Nov_sector 34,73410.16885106188
2024 Nov_sector 35,11691.227770570247
2024 Nov_sector 36,129207.2276055046
2024 Nov_sector 37,4087.913571021493
2024 Nov_sector 38,61701.2003822861
2024 Nov_sector 39,0.0
2024 Nov_sector 40,10205.37437952359
2024 Nov_sector 41,0.0
2024 Nov_sector 42,4269.681660274078
2024 Nov_sector 43,13066.463626541678
2024 Nov_sector 44,0.0
2024 Nov_sector 45,63399.22712183877
2024 Nov_sector 46,5974.80500817636
2024 Nov_sector 47,23465.728771878785
2024 Nov_sector 48,25234.208202013317
2024 Nov_sector 49,0.0
2024 Nov_sector 50,18752.685812677777
2024 Nov_sector 51,17485.200855710173
2024 Nov_sector 52,0.0
2024 Nov_sector 53,0.0
2024 Nov_sector 54,56537.63609416426
2024 Nov_sector 55,105156.93063855213
2024 Nov_sector 56,2369.4684970659473
2024 Nov_sector 57,26121.219826210738
2024 Nov_sector 58,0.0
2024 Nov_sector 59,24952.494524933638
2024 Nov_sector 60,11427.012989690875
2024 Nov_sector 61,100046.32016779442
2024 Nov_sector 62,10904.436207271532
2024 Nov_sector 63,8292.093723675209
2024 Nov_sector 64,14930.186577276552
2024 Nov_sector 65,12366.05839110204
2024 Nov_sector 66,53849.53437242597
2024 Nov_sector 67,2864.6334719271417
2024 Nov_sector 68,17584.674965808365
2024 Nov_sector 69,2257.5400949976934
2024 Nov_sector 70,1109.676604048732
2024 Nov_sector 71,9202.74350348167
2024 Nov_sector 72,0.0
2024 Nov_sector 73,0.0
2024 Nov_sector 74,0.0
2024 Nov_sector 75,0.0
2024 Nov_sector 76,27504.666177755935
2024 Nov_sector 77,65409.28123742045
2024 Nov_sector 78,17551.60146317248
2024 Nov_sector 79,42793.400010441226
2024 Nov_sector 80,23785.40841473864
2024 Nov_sector 81,11389.387869457702
2024 Nov_sector 82,0.0
2024 Nov_sector 83,66722.2674738178
2024 Nov_sector 84,7257.595889342254
2024 Nov_sector 85,129656.997537188
2024 Nov_sector 86,47923.8339179459
2024 Nov_sector 87,0.0
2024 Nov_sector 88,4296.395195098345
2024 Nov_sector 89,0.0
2024 Nov_sector 90,5722.325043419497
2024 Nov_sector 91,28323.388462194078
2024 Nov_sector 92,30419.80699505499
2024 Nov_sector 93,19154.46559821938
2024 Nov_sector 94,21202.96266802773
2024 Nov_sector 95,0.0
2024 Nov_sector 96,0.0
2024 Dec_sector 1,13013.372001380465
2024 Dec_sector 2,6121.167757065445
2024 Dec_sector 3,18740.234706426767
2024 Dec_sector 4,134056.52501086966
2024 Dec_sector 5,2086.612287635906
2024 Dec_sector 6,18847.41185359498
2024 Dec_sector 7,10375.2805110796
2024 Dec_sector 8,4685.009885266767
2024 Dec_sector 9,11127.986060289517
2024 Dec_sector 10,70577.77662206507
2024 Dec_sector 11,4983.354335655291
2024 Dec_sector 12,0.0
2024 Dec_sector 13,10017.605508718616
2024 Dec_sector 14,14064.335964374535
2024 Dec_sector 15,92843.75987999362
2024 Dec_sector 16,111484.2301022438
2024 Dec_sector 17,2548.008808102021
2024 Dec_sector 18,29959.44715149336
2024 Dec_sector 19,0.0
2024 Dec_sector 20,18655.049715623514
2024 Dec_sector 21,23067.572265659754
2024 Dec_sector 22,61406.522043447185
2024 Dec_sector 23,27280.56164851039
2024 Dec_sector 24,133836.8261041153
2024 Dec_sector 25,38128.719000842975
2024 Dec_sector 26,0.0
2024 Dec_sector 27,6432.142960232479
2024 Dec_sector 28,84922.29344455076
2024 Dec_sector 29,51935.13411920779
2024 Dec_sector 30,34072.95203726734
2024 Dec_sector 31,9678.681973455181
2024 Dec_sector 32,130543.09832412866
2024 Dec_sector 33,0.0
2024 Dec_sector 34,124104.06251486285
2024 Dec_sector 35,15059.418483515261
2024 Dec_sector 36,152573.22866028178
2024 Dec_sector 37,4161.572476025887
2024 Dec_sector 38,108909.823527628
2024 Dec_sector 39,0.0
2024 Dec_sector 40,22876.803522808354
2024 Dec_sector 41,0.0
2024 Dec_sector 42,9304.557677385154
2024 Dec_sector 43,14037.426861619342
2024 Dec_sector 44,0.0
2024 Dec_sector 45,63060.69356040132
2024 Dec_sector 46,7426.406265872163
2024 Dec_sector 47,36581.08363624711
2024 Dec_sector 48,47242.35926644225
2024 Dec_sector 49,0.0
2024 Dec_sector 50,30156.66290780058
2024 Dec_sector 51,28168.901066101003
2024 Dec_sector 52,0.0
2024 Dec_sector 53,0.0
2024 Dec_sector 54,83052.16336265713
2024 Dec_sector 55,165609.97492609784
2024 Dec_sector 56,5408.277656066396
2024 Dec_sector 57,29743.961785588588
2024 Dec_sector 58,0.0
2024 Dec_sector 59,33825.13397424362
2024 Dec_sector 60,16501.352872617994
2024 Dec_sector 61,186374.31227028693
2024 Dec_sector 62,15880.654477511966
2024 Dec_sector 63,8672.561142944995
2024 Dec_sector 64,14559.109016361434
2024 Dec_sector 65,30623.2641926027
2024 Dec_sector 66,116876.82475496888
2024 Dec_sector 67,2899.850100958977
2024 Dec_sector 68,19616.75593105266
2024 Dec_sector 69,3348.6304015650885
2024 Dec_sector 70,2795.533305033844
2024 Dec_sector 71,10087.578710160815
2024 Dec_sector 72,0.0
2024 Dec_sector 73,0.0
2024 Dec_sector 74,0.0
2024 Dec_sector 75,0.0
2024 Dec_sector 76,27460.499862886423
2024 Dec_sector 77,66086.11402986317
2024 Dec_sector 78,24295.87311224168
2024 Dec_sector 79,85189.28228299884
2024 Dec_sector 80,60781.936099235274
2024 Dec_sector 81,27750.276654232024
2024 Dec_sector 82,0.0
2024 Dec_sector 83,120635.38073961453
2024 Dec_sector 84,9755.904195465257
2024 Dec_sector 85,215193.3649907159
2024 Dec_sector 86,94410.71921693101
2024 Dec_sector 87,0.0
2024 Dec_sector 88,4513.099449388168
2024 Dec_sector 89,0.0
2024 Dec_sector 90,13907.132006997635
2024 Dec_sector 91,44072.94042233034
2024 Dec_sector 92,32180.465403222093
2024 Dec_sector 93,20416.443728080743
2024 Dec_sector 94,39947.332396157195
2024 Dec_sector 95,0.0
2024 Dec_sector 96,0.0
2025 Jan_sector 1,9714.966487756741
2025 Jan_sector 2,5541.10173245314
2025 Jan_sector 3,6899.528730299812
2025 Jan_sector 4,73201.66127435424
2025 Jan_sector 5,1841.6034463534036
2025 Jan_sector 6,14768.200541788308
2025 Jan_sector 7,7369.875869285542
2025 Jan_sector 8,4201.541773885791
2025 Jan_sector 9,10614.528755399235
2025 Jan_sector 10,42184.43902852989
2025 Jan_sector 11,3787.6223999583017
2025 Jan_sector 12,0.0
2025 Jan_sector 13,3459.7788309644347
2025 Jan_sector 14,13666.655405259093
2025 Jan_sector 15,92076.56750681708
2025 Jan_sector 16,75047.30374371793
2025 Jan_sector 17,1283.0920551217384
2025 Jan_sector 18,24543.511099156018
2025 Jan_sector 19,0.0
2025 Jan_sector 20,7516.375336640698
2025 Jan_sector 21,22110.064246754442
2025 Jan_sector 22,25609.904218127806
2025 Jan_sector 23,26450.231196960194
2025 Jan_sector 24,65627.2897872439
2025 Jan_sector 25,25930.16668400009
2025 Jan_sector 26,0.0
2025 Jan_sector 27,3934.8960100952527
2025 Jan_sector 28,33600.9235794534
2025 Jan_sector 29,25120.492685001325
2025 Jan_sector 30,34248.054933214546
2025 Jan_sector 31,8548.923614753137
2025 Jan_sector 32,86841.80819937578
2025 Jan_sector 33,0.0
2025 Jan_sector 34,69670.93624553831
2025 Jan_sector 35,11685.135789620397
2025 Jan_sector 36,126574.06386674501
2025 Jan_sector 37,4457.425381807713
2025 Jan_sector 38,61177.12481642363
2025 Jan_sector 39,0.0
2025 Jan_sector 40,8444.743726805167
2025 Jan_sector 41,0.0
2025 Jan_sector 42,2297.759139915506
2025 Jan_sector 43,13185.8206230851
2025 Jan_sector 44,0.0
2025 Jan_sector 45,61156.058171615114
2025 Jan_sector 46,5726.384121590319
2025 Jan_sector 47,24207.893453554156
2025 Jan_sector 48,21649.147613446825
2025 Jan_sector 49,0.0
2025 Jan_sector 50,19018.999817284104
2025 Jan_sector 51,16401.837859038613
2025 Jan_sector 52,0.0
2025 Jan_sector 53,0.0
2025 Jan_sector 54,58011.733972583075
2025 Jan_sector 55,98665.77975421003
2025 Jan_sector 56,2631.4155495323134
2025 Jan_sector 57,24890.571917673995
2025 Jan_sector 58,0.0
2025 Jan_sector 59,24175.696116772353
2025 Jan_sector 60,12521.050175399658
2025 Jan_sector 61,94920.71702360916
2025 Jan_sector 62,10785.039241738279
2025 Jan_sector 63,7866.375188178026
2025 Jan_sector 64,14735.620118949648
2025 Jan_sector 65,12511.35350261999
2025 Jan_sector 66,51095.66886314571
2025 Jan_sector 67,2940.032747340023
2025 Jan_sector 68,16629.869443549564
2025 Jan_sector 69,2087.771175437981
2025 Jan_sector 70,998.3485173247246
2025 Jan_sector 71,9809.605475297752
2025 Jan_sector 72,0.0
2025 Jan_sector 73,0.0
2025 Jan_sector 74,0.0
2025 Jan_sector 75,0.0
2025 Jan_sector 76,27118.964347339905
2025 Jan_sector 77,62731.52585883972
2025 Jan_sector 78,18605.65599696004
2025 Jan_sector 79,35686.94637410885
2025 Jan_sector 80,22255.589301937212
2025 Jan_sector 81,11091.587512278431
2025 Jan_sector 82,0.0
2025 Jan_sector 83,64699.34390012747
2025 Jan_sector 84,5067.627336096995
2025 Jan_sector 85,124312.28576462054
2025 Jan_sector 86,43489.38546810262
2025 Jan_sector 87,0.0
2025 Jan_sector 88,3787.975952576845
2025 Jan_sector 89,0.0
2025 Jan_sector 90,6125.998950569336
2025 Jan_sector 91,27548.271880382803
2025 Jan_sector 92,30897.989625143826
2025 Jan_sector 93,22391.60729095678
2025 Jan_sector 94,20188.78732843348
2025 Jan_sector 95,0.0
2025 Jan_sector 96,0.0
2025 Feb_sector 1,8924.831766395304
2025 Feb_sector 2,4797.994211229238
2025 Feb_sector 3,7674.614883820141
2025 Feb_sector 4,71915.50150270267
2025 Feb_sector 5,1742.327295683544
2025 Feb_sector 6,15062.054333006272
2025 Feb_sector 7,6991.385117512553
2025 Feb_sector 8,3517.947881343289
2025 Feb_sector 9,11142.792495479713
2025 Feb_sector 10,42726.141477149686
2025 Feb_sector 11,3411.466728870285
2025 Feb_sector 12,0.0
2025 Feb_sector 13,3110.6244113209123
2025 Feb_sector 14,13831.87475589064
2025 Feb_sector 15,93780.99235561633
2025 Feb_sector 16,73563.93375737523
2025 Feb_sector 17,778.0693388480681
2025 Feb_sector 18,24558.74831046859
2025 Feb_sector 19,0.0
2025 Feb_sector 20,6401.963401602391
2025 Feb_sector 21,22496.200749422012
2025 Feb_sector 22,24266.83279311625
2025 Feb_sector 23,25438.548796533425
2025 Feb_sector 24,65271.56930868834
2025 Feb_sector 25,24739.17457903303
2025 Feb_sector 26,0.0
2025 Feb_sector 27,3330.8449903862534
2025 Feb_sector 28,34405.74812785129
2025 Feb_sector 29,24078.916977798766
2025 Feb_sector 30,31171.155322635845
2025 Feb_sector 31,7907.201040166996
2025 Feb_sector 32,68120.10686203002
2025 Feb_sector 33,0.0
2025 Feb_sector 34,70649.09438792619
2025 Feb_sector 35,10818.290609914618
2025 Feb_sector 36,126590.50966925913
2025 Feb_sector 37,5934.556715851375
2025 Feb_sector 38,60311.47877904468
2025 Feb_sector 39,0.0
2025 Feb_sector 40,9388.251726805167
2025 Feb_sector 41,0.0
2025 Feb_sector 42,1901.4397826251793
2025 Feb_sector 43,12145.208327790384
2025 Feb_sector 44,0.0
2025 Feb_sector 45,59331.607833060276
2025 Feb_sector 46,5515.496948384589
2025 Feb_sector 47,22588.78142315717
2025 Feb_sector 48,20323.313795610884
2025 Feb_sector 49,0.0
2025 Feb_sector 50,17086.085210624038
2025 Feb_sector 51,16364.515484238025
2025 Feb_sector 52,0.0
2025 Feb_sector 53,0.0
2025 Feb_sector 54,55911.438969992974
2025 Feb_sector 55,94497.98364967079
2025 Feb_sector 56,2195.9867300230085
2025 Feb_sector 57,24197.34721675898
2025 Feb_sector 58,0.0
2025 Feb_sector 59,24028.7946382608
2025 Feb_sector 60,10377.676018371843
2025 Feb_sector 61,93536.52207342963
2025 Feb_sector 62,9291.099177097109
2025 Feb_sector 63,6856.772483341892
2025 Feb_sector 64,14300.619919630733
2025 Feb_sector 65,12516.194554849022
2025 Feb_sector 66,51935.511439772206
2025 Feb_sector 67,2791.8561242030255
2025 Feb_sector 68,16126.560176714964
2025 Feb_sector 69,2127.993484788218
2025 Feb_sector 70,930.5070562882645
2025 Feb_sector 71,9409.906561084126
2025 Feb_sector 72,0.0
2025 Feb_sector 73,0.0
2025 Feb_sector 74,0.0
2025 Feb_sector 75,0.0
2025 Feb_sector 76,26902.82513555828
2025 Feb_sector 77,63108.538571537705
2025 Feb_sector 78,17375.765227265816
2025 Feb_sector 79,33826.27842943896
2025 Feb_sector 80,19883.17537321547
2025 Feb_sector 81,12218.81163733349
2025 Feb_sector 82,0.0
2025 Feb_sector 83,63576.84112582877
2025 Feb_sector 84,5417.021971741168
2025 Feb_sector 85,119391.95791591535
2025 Feb_sector 86,43277.45552281801
2025 Feb_sector 87,0.0
2025 Feb_sector 88,3559.191311273386
2025 Feb_sector 89,0.0
2025 Feb_sector 90,6194.833718253814
2025 Feb_sector 91,26888.8258782763
2025 Feb_sector 92,28064.402370706735
2025 Feb_sector 93,17331.34277197935
2025 Feb_sector 94,16080.506149677667
2025 Feb_sector 95,0.0
2025 Feb_sector 96,0.0
2025 Mar_sector 1,9638.262726635043
2025 Mar_sector 2,5866.706484446035
2025 Mar_sector 3,9041.268359066851
2025 Mar_sector 4,77947.06566933663
2025 Mar_sector 5,1948.1017873764254
2025 Mar_sector 6,16533.021948555543
2025 Mar_sector 7,7383.949132519247
2025 Mar_sector 8,4260.573480653351
2025 Mar_sector 9,13458.902377377675
2025 Mar_sector 10,43803.71991075567
2025 Mar_sector 11,4676.382383411532
2025 Mar_sector 12,0.0
2025 Mar_sector 13,3939.2076950048836
2025 Mar_sector 14,15116.291937009224
2025 Mar_sector 15,94290.55970817627
2025 Mar_sector 16,75916.47942232652
2025 Mar_sector 17,873.0113509444031
2025 Mar_sector 18,27076.770794301086
2025 Mar_sector 19,0.0
2025 Mar_sector 20,8221.96546186936
2025 Mar_sector 21,23212.427099107525
2025 Mar_sector 22,28712.205445940046
2025 Mar_sector 23,28657.138525877086
2025 Mar_sector 24,70060.19176912493
2025 Mar_sector 25,28058.83738764217
2025 Mar_sector 26,0.0
2025 Mar_sector 27,3722.357214593172
2025 Mar_sector 28,36730.90444795415
2025 Mar_sector 29,25877.92624255768
2025 Mar_sector 30,33910.664462197725
2025 Mar_sector 31,10048.660652614348
2025 Mar_sector 32,81969.58695130468
2025 Mar_sector 33,0.0
2025 Mar_sector 34,73963.93637064045
2025 Mar_sector 35,11924.348757418295
2025 Mar_sector 36,136447.55851107123
2025 Mar_sector 37,4883.21523290524
2025 Mar_sector 38,67533.84367962793
2025 Mar_sector 39,0.0
2025 Mar_sector 40,10080.361856173884
2025 Mar_sector 41,0.0
2025 Mar_sector 42,2930.8735900226206
2025 Mar_sector 43,13769.130950276538
2025 Mar_sector 44,0.0
2025 Mar_sector 45,61975.39343307103
2025 Mar_sector 46,6249.662834793268
2025 Mar_sector 47,24975.727547939106
2025 Mar_sector 48,22483.63899342578
2025 Mar_sector 49,0.0
2025 Mar_sector 50,21102.13108758749
2025 Mar_sector 51,21156.328498234845
2025 Mar_sector 52,0.0
2025 Mar_sector 53,0.0
2025 Mar_sector 54,58996.71305895645
2025 Mar_sector 55,113971.19915032574
