id,new_house_transaction_amount
2024 Aug_sector 81,14888.456436139544
2024 Aug_sector 82,10177.40757775725
2024 Aug_sector 83,31302.327820112125
2024 Aug_sector 84,74103.23225815811
2024 Aug_sector 85,101275.18575976221
2024 Aug_sector 86,0.0
2024 Aug_sector 87,5279.255985554736
2024 Aug_sector 88,0.0
2024 Aug_sector 89,0.0
2024 Aug_sector 90,18846.789683562944
2024 Aug_sector 91,16371.612359363166
2024 Aug_sector 92,18600.658433673438
2024 Aug_sector 93,8840.01920370837
2024 Aug_sector 94,12389.012138041222
2024 Aug_sector 95,0.0
2024 Aug_sector 96,13132.046128610062
2024 Sep_sector 1,45637.652879613786
2024 Sep_sector 2,2589.6403956766208
2024 Sep_sector 3,0.0
2024 Sep_sector 4,3487.7561256070567
2024 Sep_sector 5,0.0
2024 Sep_sector 6,6893.381005431583
2024 Sep_sector 7,13278.675013380815
2024 Sep_sector 8,10282.59945778043
2024 Sep_sector 9,44408.654932700934
2024 Sep_sector 10,2753.18869306126
2024 Sep_sector 11,3002.951486102384
2024 Sep_sector 12,1715.2441061135078
2024 Sep_sector 13,30193.863355924805
2024 Sep_sector 14,19525.99774048175
2024 Sep_sector 15,38755.95168941939
2024 Sep_sector 16,4841.23327714256
2024 Sep_sector 17,2819.340247121575
2024 Sep_sector 18,3705.7255100863918
2024 Sep_sector 19,0.0
2024 Sep_sector 20,7034.188423580968
2024 Sep_sector 21,21140.428409272274
2024 Sep_sector 22,0.0
2024 Sep_sector 23,17733.494673136902
2024 Sep_sector 24,15336.021254696263
2024 Sep_sector 25,13904.057963163265
2024 Sep_sector 26,0.0
2024 Sep_sector 27,2806.671567967413
2024 Sep_sector 28,9277.682443060465
2024 Sep_sector 29,35134.704796244376
2024 Sep_sector 30,54537.215102304355
2024 Sep_sector 31,6904.288776094641
2024 Sep_sector 32,0.0
2024 Sep_sector 33,30161.529058553173
2024 Sep_sector 34,11711.756378971757
2024 Sep_sector 35,1100.9484582817715
2024 Sep_sector 36,11512.565978008834
2024 Sep_sector 37,65899.24095653191
2024 Sep_sector 38,43318.581181772584
2024 Sep_sector 39,0.0
2024 Sep_sector 40,0.0
2024 Sep_sector 41,4755.059266960619
2024 Sep_sector 42,1247.874775878152
2024 Sep_sector 43,0.0
2024 Sep_sector 44,29417.44585817548
2024 Sep_sector 45,27518.458881903865
2024 Sep_sector 46,8502.509443723176
2024 Sep_sector 47,3817.1335420973905
2024 Sep_sector 48,2277.7697444299733
2024 Sep_sector 49,0.0
2024 Sep_sector 50,9759.426068973618
2024 Sep_sector 51,0.0
2024 Sep_sector 52,0.0
2024 Sep_sector 53,2173.063653746466
2024 Sep_sector 54,34001.15142674086
2024 Sep_sector 55,65755.80828902377
2024 Sep_sector 56,1301.2618320079027
2024 Sep_sector 57,2784.728779522042
2024 Sep_sector 58,0.0
2024 Sep_sector 59,30962.227330516092
2024 Sep_sector 60,9234.834995019453
2024 Sep_sector 61,18060.808744767302
2024 Sep_sector 62,0.0
2024 Sep_sector 63,16041.034209159267
2024 Sep_sector 64,21947.878177738796
2024 Sep_sector 65,14593.479219012468
2024 Sep_sector 66,25946.844049258645
2024 Sep_sector 67,3905.0817880503428
2024 Sep_sector 68,19798.92376020941
2024 Sep_sector 69,4382.8306979283625
2024 Sep_sector 70,1824.2164054615998
2024 Sep_sector 71,996.9702413757619
2024 Sep_sector 72,0.0
2024 Sep_sector 73,49766.31924082151
2024 Sep_sector 74,0.0
2024 Sep_sector 75,2918.99016897396
2024 Sep_sector 76,18740.5162245905
2024 Sep_sector 77,28317.698972672548
2024 Sep_sector 78,0.0
2024 Sep_sector 79,17136.478186123943
2024 Sep_sector 80,17010.108365140513
2024 Sep_sector 81,14888.456436139544
2024 Sep_sector 82,10177.40757775725
2024 Sep_sector 83,31302.327820112125
2024 Sep_sector 84,74103.23225815811
2024 Sep_sector 85,101275.18575976221
2024 Sep_sector 86,0.0
2024 Sep_sector 87,5279.255985554736
2024 Sep_sector 88,0.0
2024 Sep_sector 89,0.0
2024 Sep_sector 90,18846.789683562944
2024 Sep_sector 91,16371.612359363166
2024 Sep_sector 92,18600.658433673438
2024 Sep_sector 93,8840.01920370837
2024 Sep_sector 94,12389.012138041222
2024 Sep_sector 95,0.0
2024 Sep_sector 96,13132.046128610062
2024 Oct_sector 1,45637.652879613786
2024 Oct_sector 2,2589.6403956766208
2024 Oct_sector 3,0.0
2024 Oct_sector 4,3487.7561256070567
2024 Oct_sector 5,0.0
2024 Oct_sector 6,6893.381005431583
2024 Oct_sector 7,13278.675013380815
2024 Oct_sector 8,10282.59945778043
2024 Oct_sector 9,44408.654932700934
2024 Oct_sector 10,2753.18869306126
2024 Oct_sector 11,3002.951486102384
2024 Oct_sector 12,1715.2441061135078
2024 Oct_sector 13,30193.863355924805
2024 Oct_sector 14,19525.99774048175
2024 Oct_sector 15,38755.95168941939
2024 Oct_sector 16,4841.23327714256
2024 Oct_sector 17,2819.340247121575
2024 Oct_sector 18,3705.7255100863918
2024 Oct_sector 19,0.0
2024 Oct_sector 20,7034.188423580968
2024 Oct_sector 21,21140.428409272274
2024 Oct_sector 22,0.0
2024 Oct_sector 23,17733.494673136902
2024 Oct_sector 24,15336.021254696263
2024 Oct_sector 25,13904.057963163265
2024 Oct_sector 26,0.0
2024 Oct_sector 27,2806.671567967413
2024 Oct_sector 28,9277.682443060465
2024 Oct_sector 29,35134.704796244376
2024 Oct_sector 30,54537.215102304355
2024 Oct_sector 31,6904.288776094641
2024 Oct_sector 32,0.0
2024 Oct_sector 33,30161.529058553173
2024 Oct_sector 34,11711.756378971757
2024 Oct_sector 35,1100.9484582817715
2024 Oct_sector 36,11512.565978008834
2024 Oct_sector 37,65899.24095653191
2024 Oct_sector 38,43318.581181772584
2024 Oct_sector 39,0.0
2024 Oct_sector 40,0.0
2024 Oct_sector 41,4755.059266960619
2024 Oct_sector 42,1247.874775878152
2024 Oct_sector 43,0.0
2024 Oct_sector 44,29417.44585817548
2024 Oct_sector 45,27518.458881903865
2024 Oct_sector 46,8502.509443723176
2024 Oct_sector 47,3817.1335420973905
2024 Oct_sector 48,2277.7697444299733
2024 Oct_sector 49,0.0
2024 Oct_sector 50,9759.426068973618
2024 Oct_sector 51,0.0
2024 Oct_sector 52,0.0
2024 Oct_sector 53,2173.063653746466
2024 Oct_sector 54,34001.15142674086
2024 Oct_sector 55,65755.80828902377
2024 Oct_sector 56,1301.2618320079027
2024 Oct_sector 57,2784.728779522042
2024 Oct_sector 58,0.0
2024 Oct_sector 59,30962.227330516092
2024 Oct_sector 60,9234.834995019453
2024 Oct_sector 61,18060.808744767302
2024 Oct_sector 62,0.0
2024 Oct_sector 63,16041.034209159267
2024 Oct_sector 64,21947.878177738796
2024 Oct_sector 65,14593.479219012468
2024 Oct_sector 66,25946.844049258645
2024 Oct_sector 67,3905.0817880503428
2024 Oct_sector 68,19798.92376020941
2024 Oct_sector 69,4382.8306979283625
2024 Oct_sector 70,1824.2164054615998
2024 Oct_sector 71,996.9702413757619
2024 Oct_sector 72,0.0
2024 Oct_sector 73,49766.31924082151
2024 Oct_sector 74,0.0
2024 Oct_sector 75,2918.99016897396
2024 Oct_sector 76,18740.5162245905
2024 Oct_sector 77,28317.698972672548
2024 Oct_sector 78,0.0
2024 Oct_sector 79,17136.478186123943
2024 Oct_sector 80,17010.108365140513
2024 Oct_sector 81,14888.456436139544
2024 Oct_sector 82,10177.40757775725
2024 Oct_sector 83,31302.327820112125
2024 Oct_sector 84,74103.23225815811
2024 Oct_sector 85,101275.18575976221
2024 Oct_sector 86,0.0
2024 Oct_sector 87,5279.255985554736
2024 Oct_sector 88,0.0
2024 Oct_sector 89,0.0
2024 Oct_sector 90,18846.789683562944
2024 Oct_sector 91,16371.612359363166
2024 Oct_sector 92,18600.658433673438
2024 Oct_sector 93,8840.01920370837
2024 Oct_sector 94,12389.012138041222
2024 Oct_sector 95,0.0
2024 Oct_sector 96,13132.046128610062
2024 Nov_sector 1,45637.652879613786
2024 Nov_sector 2,2589.6403956766208
2024 Nov_sector 3,0.0
2024 Nov_sector 4,3487.7561256070567
2024 Nov_sector 5,0.0
2024 Nov_sector 6,6893.381005431583
2024 Nov_sector 7,13278.675013380815
2024 Nov_sector 8,10282.59945778043
2024 Nov_sector 9,44408.654932700934
2024 Nov_sector 10,2753.18869306126
2024 Nov_sector 11,3002.951486102384
2024 Nov_sector 12,1715.2441061135078
2024 Nov_sector 13,30193.863355924805
2024 Nov_sector 14,19525.99774048175
2024 Nov_sector 15,38755.95168941939
2024 Nov_sector 16,4841.23327714256
2024 Nov_sector 17,2819.340247121575
2024 Nov_sector 18,3705.7255100863918
2024 Nov_sector 19,0.0
2024 Nov_sector 20,7034.188423580968
2024 Nov_sector 21,21140.428409272274
2024 Nov_sector 22,0.0
2024 Nov_sector 23,17733.494673136902
2024 Nov_sector 24,15336.021254696263
2024 Nov_sector 25,13904.057963163265
2024 Nov_sector 26,0.0
2024 Nov_sector 27,2806.671567967413
2024 Nov_sector 28,9277.682443060465
2024 Nov_sector 29,35134.704796244376
2024 Nov_sector 30,54537.215102304355
2024 Nov_sector 31,6904.288776094641
2024 Nov_sector 32,0.0
2024 Nov_sector 33,30161.529058553173
2024 Nov_sector 34,11711.756378971757
2024 Nov_sector 35,1100.9484582817715
2024 Nov_sector 36,11512.565978008834
2024 Nov_sector 37,65899.24095653191
2024 Nov_sector 38,43318.581181772584
2024 Nov_sector 39,0.0
2024 Nov_sector 40,0.0
2024 Nov_sector 41,4755.059266960619
2024 Nov_sector 42,1247.874775878152
2024 Nov_sector 43,0.0
2024 Nov_sector 44,29417.44585817548
2024 Nov_sector 45,27518.458881903865
2024 Nov_sector 46,8502.509443723176
2024 Nov_sector 47,3817.1335420973905
2024 Nov_sector 48,2277.7697444299733
2024 Nov_sector 49,0.0
2024 Nov_sector 50,9759.426068973618
2024 Nov_sector 51,0.0
2024 Nov_sector 52,0.0
2024 Nov_sector 53,2173.063653746466
2024 Nov_sector 54,34001.15142674086
2024 Nov_sector 55,65755.80828902377
2024 Nov_sector 56,1301.2618320079027
2024 Nov_sector 57,2784.728779522042
2024 Nov_sector 58,0.0
2024 Nov_sector 59,30962.227330516092
2024 Nov_sector 60,9234.834995019453
2024 Nov_sector 61,18060.808744767302
2024 Nov_sector 62,0.0
2024 Nov_sector 63,16041.034209159267
2024 Nov_sector 64,21947.878177738796
2024 Nov_sector 65,14593.479219012468
2024 Nov_sector 66,25946.844049258645
2024 Nov_sector 67,3905.0817880503428
2024 Nov_sector 68,19798.92376020941
2024 Nov_sector 69,4382.8306979283625
2024 Nov_sector 70,1824.2164054615998
2024 Nov_sector 71,996.9702413757619
2024 Nov_sector 72,0.0
2024 Nov_sector 73,49766.31924082151
2024 Nov_sector 74,0.0
2024 Nov_sector 75,2918.99016897396
2024 Nov_sector 76,18740.5162245905
2024 Nov_sector 77,28317.698972672548
2024 Nov_sector 78,0.0
2024 Nov_sector 79,17136.478186123943
2024 Nov_sector 80,17010.108365140513
2024 Nov_sector 81,14888.456436139544
2024 Nov_sector 82,10177.40757775725
2024 Nov_sector 83,31302.327820112125
2024 Nov_sector 84,74103.23225815811
2024 Nov_sector 85,101275.18575976221
2024 Nov_sector 86,0.0
2024 Nov_sector 87,5279.255985554736
2024 Nov_sector 88,0.0
2024 Nov_sector 89,0.0
2024 Nov_sector 90,18846.789683562944
2024 Nov_sector 91,16371.612359363166
2024 Nov_sector 92,18600.658433673438
2024 Nov_sector 93,8840.01920370837
2024 Nov_sector 94,12389.012138041222
2024 Nov_sector 95,0.0
2024 Nov_sector 96,13132.046128610062
2024 Dec_sector 1,52039.76098879818
2024 Dec_sector 2,2482.2489962870027
2024 Dec_sector 3,0.0
2024 Dec_sector 4,2761.032599840821
2024 Dec_sector 5,0.0
2024 Dec_sector 6,7620.62057726717
2024 Dec_sector 7,15754.43590231638
2024 Dec_sector 8,11316.105688620295
2024 Dec_sector 9,51452.86183327889
2024 Dec_sector 10,2805.1461218376385
2024 Dec_sector 11,2991.479789260106
2024 Dec_sector 12,2128.763628600364
2024 Dec_sector 13,31362.243685674504
2024 Dec_sector 14,25412.75766218534
2024 Dec_sector 15,47302.016115782215
2024 Dec_sector 16,6722.875346246945
2024 Dec_sector 17,2231.890663224356
2024 Dec_sector 18,3996.810018811419
2024 Dec_sector 19,0.0
2024 Dec_sector 20,7364.579652029321
2024 Dec_sector 21,20330.49356158122
2024 Dec_sector 22,0.0
2024 Dec_sector 23,18852.74564959565
2024 Dec_sector 24,16645.865604259503
2024 Dec_sector 25,15249.757109559629
2024 Dec_sector 26,0.0
2024 Dec_sector 27,3476.3175322682087
2024 Dec_sector 28,8069.81328304592
2024 Dec_sector 29,38740.96721449449
2024 Dec_sector 30,57635.54421141016
2024 Dec_sector 31,7186.979426979535
2024 Dec_sector 32,0.0
2024 Dec_sector 33,31195.525992406456
2024 Dec_sector 34,12758.980831006285
2024 Dec_sector 35,1029.8106089702803
2024 Dec_sector 36,13362.489671668252
2024 Dec_sector 37,74286.64271218372
2024 Dec_sector 38,51720.135940828695
2024 Dec_sector 39,0.0
2024 Dec_sector 40,0.0
2024 Dec_sector 41,4501.093458827219
2024 Dec_sector 42,1143.9883441845243
2024 Dec_sector 43,0.0
2024 Dec_sector 44,32050.758913718386
2024 Dec_sector 45,26323.864701792518
2024 Dec_sector 46,8328.801628271234
2024 Dec_sector 47,4522.280903215895
2024 Dec_sector 48,2376.714902953402
2024 Dec_sector 49,0.0
2024 Dec_sector 50,11240.140339921922
2024 Dec_sector 51,0.0
2024 Dec_sector 52,0.0
2024 Dec_sector 53,2237.761104300373
2024 Dec_sector 54,39053.85944698874
2024 Dec_sector 55,71624.22258838198
2024 Dec_sector 56,1077.7957798374673
2024 Dec_sector 57,3269.472623137187
2024 Dec_sector 58,0.0
2024 Dec_sector 59,37091.195755418696
2024 Dec_sector 60,9631.280111859136
2024 Dec_sector 61,17309.558531440558
2024 Dec_sector 62,0.0
2024 Dec_sector 63,19434.794889412482
2024 Dec_sector 64,23187.088888967537
2024 Dec_sector 65,18809.17777063022
2024 Dec_sector 66,28266.500900446852
2024 Dec_sector 67,3733.373160259807
2024 Dec_sector 68,20330.23562567233
2024 Dec_sector 69,4758.386607458414
2024 Dec_sector 70,1687.1465921757829
2024 Dec_sector 71,1385.8276048398768
2024 Dec_sector 72,0.0
2024 Dec_sector 73,56332.46309001721
2024 Dec_sector 74,0.0
2024 Dec_sector 75,3726.771186119933
2024 Dec_sector 76,17678.739938087772
2024 Dec_sector 77,30865.489891674828
2024 Dec_sector 78,0.0
2024 Dec_sector 79,19545.448142799796
2024 Dec_sector 80,23099.601113367
2024 Dec_sector 81,17659.084716797086
2024 Dec_sector 82,10172.058640934634
2024 Dec_sector 83,31040.40005219079
2024 Dec_sector 84,79487.98937317067
2024 Dec_sector 85,111020.309935769
2024 Dec_sector 86,0.0
2024 Dec_sector 87,7081.424942669395
2024 Dec_sector 88,0.0
2024 Dec_sector 89,0.0
2024 Dec_sector 90,21353.300352931044
2024 Dec_sector 91,18809.6110085094
2024 Dec_sector 92,21157.125366188648
2024 Dec_sector 93,9358.527588611365
2024 Dec_sector 94,14316.464579872942
2024 Dec_sector 95,0.0
2024 Dec_sector 96,15320.107748506138
2025 Jan_sector 1,45637.652879613786
2025 Jan_sector 2,2589.6403956766208
2025 Jan_sector 3,0.0
2025 Jan_sector 4,3487.7561256070567
2025 Jan_sector 5,0.0
2025 Jan_sector 6,6893.381005431583
2025 Jan_sector 7,13278.675013380815
2025 Jan_sector 8,10282.59945778043
2025 Jan_sector 9,44408.654932700934
2025 Jan_sector 10,2753.18869306126
2025 Jan_sector 11,3002.951486102384
2025 Jan_sector 12,1715.2441061135078
2025 Jan_sector 13,30193.863355924805
2025 Jan_sector 14,19525.99774048175
2025 Jan_sector 15,38755.95168941939
2025 Jan_sector 16,4841.23327714256
2025 Jan_sector 17,2819.340247121575
2025 Jan_sector 18,3705.7255100863918
2025 Jan_sector 19,0.0
2025 Jan_sector 20,7034.188423580968
2025 Jan_sector 21,21140.428409272274
2025 Jan_sector 22,0.0
2025 Jan_sector 23,17733.494673136902
2025 Jan_sector 24,15336.021254696263
2025 Jan_sector 25,13904.057963163265
2025 Jan_sector 26,0.0
2025 Jan_sector 27,2806.671567967413
2025 Jan_sector 28,9277.682443060465
2025 Jan_sector 29,35134.704796244376
2025 Jan_sector 30,54537.215102304355
2025 Jan_sector 31,6904.288776094641
2025 Jan_sector 32,0.0
2025 Jan_sector 33,30161.529058553173
2025 Jan_sector 34,11711.756378971757
2025 Jan_sector 35,1100.9484582817715
2025 Jan_sector 36,11512.565978008834
2025 Jan_sector 37,65899.24095653191
2025 Jan_sector 38,43318.581181772584
2025 Jan_sector 39,0.0
2025 Jan_sector 40,0.0
2025 Jan_sector 41,4755.059266960619
2025 Jan_sector 42,1247.874775878152
2025 Jan_sector 43,0.0
2025 Jan_sector 44,29417.44585817548
2025 Jan_sector 45,27518.458881903865
2025 Jan_sector 46,8502.509443723176
2025 Jan_sector 47,3817.1335420973905
2025 Jan_sector 48,2277.7697444299733
2025 Jan_sector 49,0.0
2025 Jan_sector 50,9759.426068973618
2025 Jan_sector 51,0.0
2025 Jan_sector 52,0.0
2025 Jan_sector 53,2173.063653746466
2025 Jan_sector 54,34001.15142674086
2025 Jan_sector 55,65755.80828902377
2025 Jan_sector 56,1301.2618320079027
2025 Jan_sector 57,2784.728779522042
2025 Jan_sector 58,0.0
2025 Jan_sector 59,30962.227330516092
2025 Jan_sector 60,9234.834995019453
2025 Jan_sector 61,18060.808744767302
2025 Jan_sector 62,0.0
2025 Jan_sector 63,16041.034209159267
2025 Jan_sector 64,21947.878177738796
2025 Jan_sector 65,14593.479219012468
2025 Jan_sector 66,25946.844049258645
2025 Jan_sector 67,3905.0817880503428
2025 Jan_sector 68,19798.92376020941
2025 Jan_sector 69,4382.8306979283625
2025 Jan_sector 70,1824.2164054615998
2025 Jan_sector 71,996.9702413757619
2025 Jan_sector 72,0.0
2025 Jan_sector 73,49766.31924082151
2025 Jan_sector 74,0.0
2025 Jan_sector 75,2918.99016897396
2025 Jan_sector 76,18740.5162245905
2025 Jan_sector 77,28317.698972672548
2025 Jan_sector 78,0.0
2025 Jan_sector 79,17136.478186123943
2025 Jan_sector 80,17010.108365140513
2025 Jan_sector 81,14888.456436139544
2025 Jan_sector 82,10177.40757775725
2025 Jan_sector 83,31302.327820112125
2025 Jan_sector 84,74103.23225815811
2025 Jan_sector 85,101275.18575976221
2025 Jan_sector 86,0.0
2025 Jan_sector 87,5279.255985554736
2025 Jan_sector 88,0.0
2025 Jan_sector 89,0.0
2025 Jan_sector 90,18846.789683562944
2025 Jan_sector 91,16371.612359363166
2025 Jan_sector 92,18600.658433673438
2025 Jan_sector 93,8840.01920370837
2025 Jan_sector 94,12389.012138041222
2025 Jan_sector 95,0.0
2025 Jan_sector 96,13132.046128610062
2025 Feb_sector 1,45637.652879613786
2025 Feb_sector 2,2589.6403956766208
2025 Feb_sector 3,0.0
2025 Feb_sector 4,3487.7561256070567
2025 Feb_sector 5,0.0
2025 Feb_sector 6,6893.381005431583
2025 Feb_sector 7,13278.675013380815
2025 Feb_sector 8,10282.59945778043
2025 Feb_sector 9,44408.654932700934
2025 Feb_sector 10,2753.18869306126
2025 Feb_sector 11,3002.951486102384
2025 Feb_sector 12,1715.2441061135078
2025 Feb_sector 13,30193.863355924805
2025 Feb_sector 14,19525.99774048175
2025 Feb_sector 15,38755.95168941939
2025 Feb_sector 16,4841.23327714256
2025 Feb_sector 17,2819.340247121575
2025 Feb_sector 18,3705.7255100863918
2025 Feb_sector 19,0.0
2025 Feb_sector 20,7034.188423580968
2025 Feb_sector 21,21140.428409272274
2025 Feb_sector 22,0.0
2025 Feb_sector 23,17733.494673136902
2025 Feb_sector 24,15336.021254696263
2025 Feb_sector 25,13904.057963163265
2025 Feb_sector 26,0.0
2025 Feb_sector 27,2806.671567967413
2025 Feb_sector 28,9277.682443060465
2025 Feb_sector 29,35134.704796244376
2025 Feb_sector 30,54537.215102304355
2025 Feb_sector 31,6904.288776094641
2025 Feb_sector 32,0.0
2025 Feb_sector 33,30161.529058553173
2025 Feb_sector 34,11711.756378971757
2025 Feb_sector 35,1100.9484582817715
2025 Feb_sector 36,11512.565978008834
2025 Feb_sector 37,65899.24095653191
2025 Feb_sector 38,43318.581181772584
2025 Feb_sector 39,0.0
2025 Feb_sector 40,0.0
2025 Feb_sector 41,4755.059266960619
2025 Feb_sector 42,1247.874775878152
2025 Feb_sector 43,0.0
2025 Feb_sector 44,29417.44585817548
2025 Feb_sector 45,27518.458881903865
2025 Feb_sector 46,8502.509443723176
2025 Feb_sector 47,3817.1335420973905
2025 Feb_sector 48,2277.7697444299733
2025 Feb_sector 49,0.0
2025 Feb_sector 50,9759.426068973618
2025 Feb_sector 51,0.0
2025 Feb_sector 52,0.0
2025 Feb_sector 53,2173.063653746466
2025 Feb_sector 54,34001.15142674086
2025 Feb_sector 55,65755.80828902377
2025 Feb_sector 56,1301.2618320079027
2025 Feb_sector 57,2784.728779522042
2025 Feb_sector 58,0.0
2025 Feb_sector 59,30962.227330516092
2025 Feb_sector 60,9234.834995019453
2025 Feb_sector 61,18060.808744767302
2025 Feb_sector 62,0.0
2025 Feb_sector 63,16041.034209159267
2025 Feb_sector 64,21947.878177738796
2025 Feb_sector 65,14593.479219012468
2025 Feb_sector 66,25946.844049258645
2025 Feb_sector 67,3905.0817880503428
2025 Feb_sector 68,19798.92376020941
2025 Feb_sector 69,4382.8306979283625
2025 Feb_sector 70,1824.2164054615998
2025 Feb_sector 71,996.9702413757619
2025 Feb_sector 72,0.0
2025 Feb_sector 73,49766.31924082151
2025 Feb_sector 74,0.0
2025 Feb_sector 75,2918.99016897396
2025 Feb_sector 76,18740.5162245905
2025 Feb_sector 77,28317.698972672548
2025 Feb_sector 78,0.0
2025 Feb_sector 79,17136.478186123943
2025 Feb_sector 80,17010.108365140513
2025 Feb_sector 81,14888.456436139544
2025 Feb_sector 82,10177.40757775725
2025 Feb_sector 83,31302.327820112125
2025 Feb_sector 84,74103.23225815811
2025 Feb_sector 85,101275.18575976221
2025 Feb_sector 86,0.0
2025 Feb_sector 87,5279.255985554736
2025 Feb_sector 88,0.0
2025 Feb_sector 89,0.0
2025 Feb_sector 90,18846.789683562944
2025 Feb_sector 91,16371.612359363166
2025 Feb_sector 92,18600.658433673438
2025 Feb_sector 93,8840.01920370837
2025 Feb_sector 94,12389.012138041222
2025 Feb_sector 95,0.0
2025 Feb_sector 96,13132.046128610062
2025 Mar_sector 1,45637.652879613786
2025 Mar_sector 2,2589.6403956766208
2025 Mar_sector 3,0.0
2025 Mar_sector 4,3487.7561256070567
2025 Mar_sector 5,0.0
2025 Mar_sector 6,6893.381005431583
2025 Mar_sector 7,13278.675013380815
2025 Mar_sector 8,10282.59945778043
2025 Mar_sector 9,44408.654932700934
2025 Mar_sector 10,2753.18869306126
2025 Mar_sector 11,3002.951486102384
2025 Mar_sector 12,1715.2441061135078
2025 Mar_sector 13,30193.863355924805
2025 Mar_sector 14,19525.99774048175
2025 Mar_sector 15,38755.95168941939
2025 Mar_sector 16,4841.23327714256
2025 Mar_sector 17,2819.340247121575
2025 Mar_sector 18,3705.7255100863918
2025 Mar_sector 19,0.0
2025 Mar_sector 20,7034.188423580968
2025 Mar_sector 21,21140.428409272274
2025 Mar_sector 22,0.0
2025 Mar_sector 23,17733.494673136902
2025 Mar_sector 24,15336.021254696263
2025 Mar_sector 25,13904.057963163265
2025 Mar_sector 26,0.0
2025 Mar_sector 27,2806.671567967413
2025 Mar_sector 28,9277.682443060465
2025 Mar_sector 29,35134.704796244376
2025 Mar_sector 30,54537.215102304355
2025 Mar_sector 31,6904.288776094641
2025 Mar_sector 32,0.0
2025 Mar_sector 33,30161.529058553173
2025 Mar_sector 34,11711.756378971757
2025 Mar_sector 35,1100.9484582817715
2025 Mar_sector 36,11512.565978008834
2025 Mar_sector 37,65899.24095653191
2025 Mar_sector 38,43318.581181772584
2025 Mar_sector 39,0.0
2025 Mar_sector 40,0.0
2025 Mar_sector 41,4755.059266960619
2025 Mar_sector 42,1247.874775878152
2025 Mar_sector 43,0.0
2025 Mar_sector 44,29417.44585817548
2025 Mar_sector 45,27518.458881903865
2025 Mar_sector 46,8502.509443723176
2025 Mar_sector 47,3817.1335420973905
2025 Mar_sector 48,2277.7697444299733
2025 Mar_sector 49,0.0
2025 Mar_sector 50,9759.426068973618
2025 Mar_sector 51,0.0
2025 Mar_sector 52,0.0
2025 Mar_sector 53,2173.063653746466
2025 Mar_sector 54,34001.15142674086
